TaxaID	superkingdom	phylum	class	order	family	genus	species	unique	Prevalence	FistQuantile	Median	Mean	ThirdQuantile	Max
451876	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium rhizoryzae	451876	0.0363636363636364	0	0	1.07658356012309e-05	0	0.000631313131313131
2086585	Bacteria	Bacillota	Clostridia	Eubacteriales	Maliibacteriaceae	Maliibacterium	Maliibacterium massiliense	2086585	0.0409090909090909	0	0	1.06878302130493e-05	0	0.000651380927566441
1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	1307	0.359090909090909	0	0	0.000177793348892341	0.000145301479621582	0.00638313132037582
1454377	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia frederiksenii	1454377	0.0727272727272727	0	0	5.25634037412793e-05	0	0.00698324022346369
768486	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus hirae	768486	0.113636363636364	0	0	3.82957420865826e-05	0	0.00196463654223969
1499973	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia marmotae	1499973	0.0909090909090909	0	0	4.6607091111539e-05	0	0.00198412698412698
198618	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas umsongensis	198618	0.0136363636363636	0	0	1.97999123523234e-05	0	0.00287799362729983
28131	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia	28131	0.163636363636364	0	0	0.000464834092104229	0	0.01759982400176
237610	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas psychrotolerans	237610	0.0409090909090909	0	0	0.000115137201665544	0	0.0101726993139342
1891675	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea alhagi	1891675	0.0454545454545455	0	0	3.40586589257255e-05	0	0.00609756097560976
54291	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica	54291	0.0409090909090909	0	0	1.19682947184702e-05	0	0.000468603561387067
47917	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia fonticola	47917	0.136363636363636	0	0	5.86428784110389e-05	0	0.00174013921113689
748678	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	748678	0.0454545454545455	0	0	1.90863827623329e-05	0	0.0011596036263968
51665	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinaeequi	51665	0.204545454545455	0	0	0.000190235145708682	0	0.0097226193880469
190721	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia insidiosa	190721	0.245454545454545	0	0	0.00413777930355861	0	0.17235926628716
278148	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium ciceri	278148	0.0681818181818182	0	0	0.000160497242959572	0	0.0102564102564103
1463158	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Thermomonas carbonis	1463158	0.0181818181818182	0	0	7.26089842748439e-05	0	0.0114876507754164
83617	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas nitritireducens	83617	0.0363636363636364	0	0	2.80704155987786e-05	0	0.0026246719160105
408	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum extorquens	408	0.254545454545455	0	0	0.00132820815936496	4.08572815828098e-05	0.0427960057061341
927704	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas ruminantium	927704	0.0727272727272727	0	0	5.38941593766354e-05	0	0.00278092491502729
54736	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella bongori	54736	0.0954545454545455	0	0	4.36178005998864e-05	0	0.00223089793641941
1805431	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus saigonensis	1805431	0.0454545454545455	0	0	2.13223974993004e-05	0	0.00115340253748558
137545	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia quinivorans	137545	0.0727272727272727	0	0	0.00010528459562102	0	0.00906599198819313
108981	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter schindleri	108981	0.0636363636363636	0	0	5.86893966546772e-05	0	0.00465425531914894
40214	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii	40214	0.177272727272727	0	0	0.00294882177213618	0	0.100398936170213
565	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter	Atlantibacter hermannii	565	0.05	0	0	1.56391058397055e-05	0	0.000908059023836549
571	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	571	0.109090909090909	0	0	0.000101238015400075	0	0.00512820512820513
2173034	Bacteria	Bacillota	Clostridia	Eubacteriales	Vallitaleaceae	Petrocella	Petrocella atlantisensis	2173034	0.0363636363636364	0	0	5.59213950188288e-06	0	0.000361532899493854
76761	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas veronii	76761	0.05	0	0	3.00469830797988e-05	0	0.00453299599409656
1292	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus warneri	1292	0.354545454545455	0	0	0.00260116941418996	0.000272483307981191	0.114585065691003
548	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes	548	0.154545454545455	0	0	0.000124433133840483	0	0.00512820512820513
53345	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus durans	53345	0.104545454545455	0	0	4.78797444619919e-05	0	0.00392927308447937
2488810	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium herbifermentans	2488810	0.0272727272727273	0	0	8.07084558374938e-06	0	0.000934797849964945
61648	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera intermedia	61648	0.0318181818181818	0	0	8.35470064176204e-06	0	0.000670840787119857
1346	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus iniae	1346	0.0954545454545455	0	0	3.01458789308131e-05	0	0.00253807106598985
546	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	546	0.181818181818182	0	0	0.000203648800484376	0	0.0102564102564103
1290	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis	1290	0.322727272727273	0	0	0.00550614991376023	0.000404202311467609	0.27113606340819
28151	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia proteamaculans	28151	0.0818181818181818	0	0	0.000121392353983984	0	0.00500945179584121
529	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella anthropi	529	0.0454545454545455	0	0	6.24145696194617e-05	0	0.00512820512820513
880074	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella viscericola	880074	0.0181818181818182	0	0	3.4139226414675e-06	0	0.000377750495797526
1345	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ferus	1345	0.0681818181818182	0	0	1.71999257501448e-05	0	0.00107580864950154
2748	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium divergens	2748	0.259090909090909	0	0	0.000327130141927694	8.66673703710043e-05	0.00695825049701789
200450	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas trivialis	200450	0.0363636363636364	0	0	5.27117098388713e-05	0	0.00437201907790143
767817	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Desulfoscipio	Desulfoscipio gibsoniae	767817	0.0227272727272727	0	0	4.94931961150629e-06	0	0.000618463960418306
1314884	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	1314884	0.0636363636363636	0	0	0.000177765701022331	0	0.00926283288305673
29430	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430	0.136363636363636	0	0	0.000260749999911036	0	0.0106382978723404
47770	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus	47770	0.122727272727273	0	0	0.00176367699888624	0	0.176986178222272
33011	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium granulosum	33011	0.0954545454545455	0	0	0.000705357162771532	0	0.0532609651942638
881260	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter bugandensis	881260	0.0636363636363636	0	0	1.59914247443326e-05	0	0.000757575757575758
891974	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae_unclassified	Plautia stali symbiont	891974	0.0272727272727273	0	0	2.08048760472278e-05	0	0.00335420393559928
316	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	Stutzerimonas stutzeri	316	0.0409090909090909	0	0	0.000150112567952691	0	0.0132478632478632
1314	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes	1314	0.159090909090909	0	0	4.45804761221914e-05	0	0.00107580864950154
303	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	303	0.0863636363636364	0	0	0.000289027501042925	0	0.0319273892151628
648	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	648	0.0181818181818182	0	0	2.35746859919434e-05	0	0.00356902553901062
654	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	654	0.0227272727272727	0	0	1.11737555893529e-05	0	0.00119942661556914
103796	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	103796	0.0318181818181818	0	0	2.02844169089386e-05	0	0.00198807157057654
52242	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gallinarum	52242	0.0227272727272727	0	0	3.21904875809461e-05	0	0.00231570822076418
158627	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas graminis	158627	0.0272727272727273	0	0	0.000158663152618271	0	0.0227272727272727
1310	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sobrinus	1310	0.104545454545455	0	0	0.000736401633468641	0	0.025406413786977
564	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia fergusonii	564	0.113636363636364	0	0	7.12695918447464e-05	0	0.00264550264550265
2714946	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus coleopterorum	2714946	0.309090909090909	0	0	0.00120447750202676	0.000488575746155489	0.0257806684167222
1054460	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudopneumoniae	1054460	0.481818181818182	0	0	0.00144537574887461	0.00133403917655027	0.0266580297971997
1920128	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae_unclassified	Enterobacteriaceae bacterium ENNIH3	1920128	0.0409090909090909	0	0	1.1345415369421e-05	0	0.000468603561387067
2718	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium hominis	2718	0.0545454545454545	0	0	6.66027818485143e-05	0	0.00533711378893383
546269	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Filifactor	Filifactor alocis	546269	0.131818181818182	0	0	0.00309953772548359	0	0.112345679012346
981540	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus	981540	0.1	0	0	0.000428139137438724	0	0.0348341953148768
33945	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus avium	33945	0.0818181818181818	0	0	0.000228942645856545	0	0.019014298752662
47678	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	47678	0.0454545454545455	0	0	2.42321117559862e-05	0	0.00293427230046948
315405	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus	315405	0.0681818181818182	0	0	0.000123326087667483	0	0.0213596085173919
28129	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola	28129	0.127272727272727	0	0	5.6894271931799e-05	0	0.00135869565217391
1116231	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus macedonicus	1116231	0.0227272727272727	0	0	9.63452865351017e-06	0	0.00185160693030022
521095	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella parvula	521095	0.104545454545455	0	0	0.000739759719112284	0	0.032009679903201
29391	Bacteria	Bacillota	Bacilli	Bacillales	Bacillales_unclassified	Gemella	Gemella morbillorum	29391	0.340909090909091	0	0	0.00215948145044512	0.000764147046674928	0.0550743739408774
244366	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	244366	0.0681818181818182	0	0	5.09578152793097e-05	0	0.00370321386060045
726	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus	726	0.231818181818182	0	0	0.00276297981797419	0	0.0647712295236302
195103	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	195103	0.0136363636363636	0	0	2.19039090790521e-05	0	0.00327442827442827
47421	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga pseudoflava	47421	0.0272727272727273	0	0	1.04805475006277e-05	0	0.000980392156862745
1702170	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. FDAARGOS_156	1702170	0.0590909090909091	0	0	2.43783016451718e-05	0	0.00223089793641941
2507161	Bacteria	Bacillota	Tissierellia	Tissierellales	Acidilutibacteraceae	Acidilutibacter	Acidilutibacter cellobiosedens	2507161	0.0227272727272727	0	0	1.37673955512373e-05	0	0.00175592625109745
33025	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	33025	0.122727272727273	0	0	0.000266958860621945	0	0.0117102653697233
1366	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus raffinolactis	1366	0.0590909090909091	0	0	1.69349454045719e-05	0	0.00107580864950154
469616	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium mortiferum	469616	0.0136363636363636	0	0	4.7453343803981e-06	0	0.000727417008332231
1582259	Bacteria	Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Gudongella	Gudongella oleilytica	1582259	0.113636363636364	0	0	9.53493499352266e-05	0	0.0092264017033357
490	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria sicca	490	0.168181818181818	0	0	0.00100823340779179	0	0.0305102577590742
1765049	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	Azospira sp. I09	1765049	0.0681818181818182	0	0	0.00037724298865499	0	0.044912559618442
76123	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	Hoylesella enoeca	76123	0.0727272727272727	0	0	3.66779617801157e-05	0	0.00194931773879142
445974	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Thomasclavelia	Thomasclavelia ramosa	445974	0.0181818181818182	0	0	7.14818500838746e-06	0	0.00123692792083661
908937	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella dentalis	908937	0.118181818181818	0	0	6.86547485572496e-05	0	0.00407608695652174
28141	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii	28141	0.0863636363636364	0	0	9.33227898882912e-05	0	0.00757575757575758
879243	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas asaccharolytica	879243	0.0272727272727273	0	0	1.12298488346614e-05	0	0.0014058106841612
488	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa	488	0.213636363636364	0	0	0.00182126321719075	0	0.0710152551288795
218144	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus carniphilus	218144	0.204545454545455	0	0	0.000172485053188274	0	0.00499040958701815
575614	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. oral taxon 299	575614	0.145454545454545	0	0	8.16198387254189e-05	0	0.00234741784037559
1276282	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus pasteuri	1276282	0.222727272727273	0	0	0.00204252209677881	0	0.110593713620489
84135	Bacteria	Bacillota	Bacilli	Bacillales	Bacillales_unclassified	Gemella	Gemella sanguinis	84135	0.309090909090909	0	0	0.00195747727352568	0.000568719515052968	0.0464678917055205
862968	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus	862968	0.145454545454545	0	0	0.000167167532447794	0	0.00643500643500643
550	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	550	0.113636363636364	0	0	0.000180031020266071	0	0.00785854616895874
53346	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus mundtii	53346	0.0318181818181818	0	0	1.45186296288743e-05	0	0.00196463654223969
119602	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae	119602	0.118181818181818	0	0	2.72441887057491e-05	0	0.000789058390320884
1302	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	1302	0.363636363636364	0	0	0.00329939546573703	0.000720947913866971	0.0862428348097968
1463164	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae	1463164	0.0727272727272727	0	0	2.01030479406938e-05	0	0.000826719576719577
637910	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter rodentium	637910	0.0318181818181818	0	0	9.92064698364681e-06	0	0.000966744006187162
43768	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii	43768	0.0227272727272727	0	0	5.9685748747514e-05	0	0.00705340434720023
1236517	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella fusca	1236517	0.140909090909091	0	0	8.31859726603737e-05	0	0.00169376693766938
1599	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus sakei	1599	0.0363636363636364	0	0	1.873170340713e-05	0	0.00236959892344148
1266845	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium inhibens	1266845	0.204545454545455	0	0	0.000173980176637816	0	0.00591016548463357
44008	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus cecorum	44008	0.254545454545455	0	0	0.000488541167889845	6.71478638534453e-05	0.0376898662434822
203119	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio thermocellus	203119	0.104545454545455	0	0	6.32714288616408e-05	0	0.00254494041607756
712411	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella sp. oral taxon 807	712411	0.0681818181818182	0	0	3.79067516611418e-05	0	0.00148698884758364
699246	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Mageeibacillus	Mageeibacillus indolicus	699246	0.05	0	0	4.20777327846126e-05	0	0.00234741784037559
1340	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus porcinus	1340	0.1	0	0	1.34525748279668e-05	0	0.000361532899493854
1511	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Acetoanaerobium	Acetoanaerobium sticklandii	1511	0.05	0	0	1.62374658791962e-05	0	0.00117627289531171
417368	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus thailandicus	417368	0.140909090909091	0	0	6.31778544712705e-05	0	0.00239000117541041
865	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	Pectinatus frisingensis	865	0.0272727272727273	0	0	7.01900848197568e-06	0	0.000877963125548727
1296669	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Aquabacterium	Aquabacterium olei	1296669	0.218181818181818	0	0	0.00386197574977487	0	0.133971291866029
293826	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Alkaliphilus	Alkaliphilus metalliredigens	293826	0.0590909090909091	0	0	1.31572646393543e-05	0	0.0007097232079489
624	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sonnei	624	0.0227272727272727	0	0	0.000242122913824458	0	0.0153846153846154
2025492	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp. M0911	2025492	0.213636363636364	0	0	0.00139996370695913	0	0.0603692000665225
41202	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Ewingella	Ewingella americana	41202	0.0227272727272727	0	0	6.20979853457364e-05	0	0.00977653631284916
2681309	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia sp. Colony189	2681309	0.0954545454545455	0	0	4.11212329446711e-05	0	0.00227272727272727
1598	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri	1598	0.0454545454545455	0	0	6.76436300055426e-05	0	0.00989166274140367
61652	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia rubidaea	61652	0.0909090909090909	0	0	2.08132172429057e-05	0	0.000670840787119857
526944	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus osmophilus	526944	0.240909090909091	0	0	0.000282841779690581	0	0.00767934803902363
2496265	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca ciconiae	2496265	0.177272727272727	0	0	8.56653829721922e-05	0	0.00174237710018668
223967	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum populi	223967	0.186363636363636	0	0	0.0014065848861302	0	0.0669269380925823
104955	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus frumenti	104955	0.0318181818181818	0	0	0.000103597778568768	0	0.0127178520960904
2487118	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Intestinibaculum	Intestinibaculum porci	2487118	0.0272727272727273	0	0	2.48357047976207e-05	0	0.00239463601532567
154288	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter sanguinis	154288	0.00909090909090909	0	0	3.31757744189882e-06	0	0.000649163300634738
400065	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus merionis	400065	0.122727272727273	0	0	3.05635852215816e-05	0	0.00215161729900308
82348	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pluranimalium	82348	0.0454545454545455	0	0	8.13937696892675e-06	0	0.000601684717208183
712310	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus sp. oral taxon 036	712310	0.186363636363636	0	0	0.00166797463179863	0	0.125588401430992
2005703	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus wangshanyuanii	2005703	0.1	0	0	5.16326355778825e-05	0	0.00346020761245675
945021	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus	945021	0.195454545454545	0	0	0.000124750002654958	0	0.0028993456882028
2751	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium maltaromaticum	2751	0.195454545454545	0	0	0.000314741220168328	0	0.0377094972067039
149016	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus urinalis	149016	0.0681818181818182	0	0	7.17637325431383e-06	0	0.000335120643431635
515622	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	Butyrivibrio proteoclasticus	515622	0.0954545454545455	0	0	7.45015531567746e-05	0	0.00264084507042254
60519	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus graminis	60519	0.0409090909090909	0	0	1.63616045547461e-05	0	0.00174834077368323
1712410	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Thermanaerosceptrum	Thermanaerosceptrum fracticalcis	1712410	0.0318181818181818	0	0	8.39220158048864e-06	0	0.000899583942426628
208223	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia cowanii	208223	0.0727272727272727	0	0	3.4143498472669e-05	0	0.00196463654223969
